AK4Jets_ee_px_0,AK4Jets_ee_px_1,AK4Jets_ee_py_0,AK4Jets_ee_py_1,AK4Jets_mumu_px_0,AK4Jets_mumu_px_1,AK4Jets_mumu_py_0,AK4Jets_mumu_py_1,tightLeptons_ee_px_0,tightLeptons_ee_px_1,tightLeptons_ee_py_0,tightLeptons_ee_py_1,tightLeptons_mumu_px_0,tightLeptons_mumu_px_1,tightLeptons_mumu_py_0,tightLeptons_mumu_py_1
25.201736450195312,99.03455352783203,260.533935546875,-206.20068359375,439.84405517578125,-128.80540466308594,-559.8939208984375,227.0025634765625,-133.4993896484375,41.49927520751953,-295.6985778808594,67.49526977539062,-551.5473022460938,206.2528533935547,-30.99833869934082,380.8556823730469
18.534971237182617,17.628446578979492,570.6990966796875,-315.00714111328125,-243.5503387451172,-221.46266174316406,420.57012939453125,34.44275665283203,-362.71441650390625,235.8302764892578,-344.57452392578125,86.63326263427734,772.1053466796875,-59.233604431152344,-246.8050079345703,-57.60676574707031
-186.7909393310547,202.22251892089844,-242.0582733154297,-142.696533203125,417.8758850097656,-211.5587615966797,-319.4616394042969,-81.25135040283203,-332.2759094238281,51.21542739868164,531.6427612304688,-73.72100830078125,-289.9433288574219,57.43407440185547,910.3011474609375,-374.7030334472656
149.4922637939453,-0.0007812000112608075,-406.64190673828125,175.375,-67.59107208251953,-197.63807678222656,-905.982177734375,458.19232177734375,-367.11810302734375,-21.591293334960938,-155.5916748046875,204.42584228515625,319.48590087890625,21.82008934020996,219.87994384765625,92.79285430908203
554.2738647460938,-339.2127990722656,-376.4046936035156,399.38787841796875,-609.6445922851562,156.8335418701172,-413.238037109375,413.7746887207031,-189.66888427734375,-34.60652160644531,-193.6909942626953,175.82418823242188,556.1597290039062,-64.5694351196289,-20.707704544067383,29.283143997192383
-177.8556365966797,-327.1024169921875,-550.4812622070312,30.269746780395508,389.6005859375,-63.23993682861328,-482.94061279296875,51.31058883666992,256.9312438964844,217.37425231933594,470.8607482910156,11.289142608642578,-474.13323974609375,121.15189361572266,511.4403381347656,-83.68590545654297
-816.5657958984375,248.8125,551.7523193359375,-229.14056396484375,-595.4625244140625,314.3919372558594,-6.68229866027832,330.2933654785156,373.65863037109375,-109.61470031738281,-379.54486083984375,147.33070373535156,553.437255859375,-95.6312484741211,-604.6483764648438,277.3520202636719
-696.1434326171875,700.7111206054688,-197.06991577148438,101.33075714111328,207.8175506591797,-203.044189453125,-710.2196044921875,78.66461181640625,133.71937561035156,-20.863365173339844,64.51531982421875,117.46134185791016,-61.58959197998047,18.980587005615234,758.1456909179688,-129.9682159423828
-26.256977081298828,-376.1300964355469,688.9998779296875,-418.2491760253906,194.23980712890625,122.2041015625,27.127723693847656,143.84963989257812,420.4993591308594,-127.44631958007812,-283.0906982421875,-10.664924621582031,-532.5962524414062,228.93641662597656,-80.96805572509766,-159.83665466308594
824.2704467773438,-524.601806640625,-130.26319885253906,134.22073364257812,-571.3963623046875,67.755859375,214.98020935058594,-288.1408386230469,-286.9532165527344,80.2676773071289,-17.955398559570312,-46.19477844238281,403.6684875488281,-75.68081665039062,105.51779174804688,153.51840209960938
341.7857666015625,399.96795654296875,389.2383728027344,118.84102630615234,458.112060546875,214.69186401367188,-218.9598846435547,-91.81314849853516,-811.4730224609375,45.671142578125,-604.3384399414062,-79.4483413696289,-775.8684692382812,-176.67982482910156,-12.11701774597168,372.5079650878906
-134.05368041992188,152.85621643066406,-425.9012145996094,273.4237365722656,-382.6032409667969,63.46864318847656,375.3808288574219,-193.2178192138672,413.26788330078125,-131.68743896484375,191.7322235107422,74.54962921142578,410.85113525390625,-38.11371994018555,245.00457763671875,-355.0497131347656
319.93359375,67.46825408935547,-1014.7603149414062,532.7448120117188,-360.4388122558594,57.409358978271484,-162.1925811767578,166.2413330078125,-440.1467590332031,133.47727966308594,373.8205261230469,45.01297378540039,373.6615905761719,-26.168140411376953,-430.6026306152344,387.7367248535156
-697.5712890625,552.1571655273438,94.92247772216797,-38.53205871582031,777.782470703125,-582.3233642578125,309.2303466796875,85.03997802734375,-196.0725555419922,124.88249206542969,-60.189186096191406,41.022315979003906,-175.24720764160156,101.32658386230469,-240.16661071777344,-88.82128143310547
687.2657470703125,-552.16796875,-17.947065353393555,-55.99580764770508,1.234468936920166,251.5108642578125,-389.498046875,-233.21939086914062,-221.033203125,26.494550704956055,327.108642578125,-257.489990234375,-393.3846740722656,-62.198387145996094,827.3162231445312,-162.29806518554688
161.21807861328125,100.738525390625,-469.06793212890625,-169.7310791015625,259.5938415527344,-156.88931274414062,-415.58514404296875,448.6070861816406,-213.19754028320312,-101.33304595947266,983.9186401367188,-132.91827392578125,-483.0479431152344,163.38543701171875,-112.34185791015625,-121.77539825439453
-162.10414123535156,396.1199645996094,-403.1283874511719,91.27550506591797,-509.23834228515625,572.6129150390625,276.58013916015625,74.97135925292969,-365.16986083984375,102.80304718017578,363.91900634765625,-38.28585433959961,27.148530960083008,-31.644100189208984,103.99090576171875,-93.70086669921875
277.1011047363281,93.48966979980469,9.085485458374023,-179.9089813232422,-317.8643798828125,-235.27239990234375,-631.5150146484375,162.17262268066406,-732.4385986328125,77.14657592773438,228.36642456054688,-58.472015380859375,472.61859130859375,92.48526763916016,443.5337829589844,130.4911346435547
-171.110595703125,224.51226806640625,256.9975280761719,136.49839782714844,516.8146362304688,-239.94383239746094,368.9548034667969,-147.2046356201172,247.45201110839844,-311.0615234375,-401.58154296875,-133.26954650878906,-505.8148193359375,92.89885711669922,-39.841346740722656,37.03321075439453
203.8515625,-31.58763885498047,247.63905334472656,179.3648223876953,691.53369140625,-345.9746398925781,91.03524017333984,-179.46200561523438,-325.0005187988281,76.69501495361328,-510.5237121582031,-48.246826171875,-756.5786743164062,387.9430236816406,-151.20648193359375,159.14047241210938
-160.39730834960938,466.49261474609375,-658.2393188476562,2.627056121826172,-119.91739654541016,324.5524597167969,-338.11444091796875,-88.8703842163086,-66.6275634765625,-198.4755401611328,569.5203247070312,28.984508514404297,-316.3345031738281,60.6165657043457,332.65338134765625,-82.4164047241211
-121.19742584228516,-146.9273223876953,423.7590637207031,-213.59523010253906,616.4588012695312,-109.30470275878906,-447.05792236328125,478.4224548339844,552.5130004882812,-86.12787628173828,-159.4063262939453,-61.81959533691406,-407.6405029296875,83.0667724609375,-116.25862884521484,34.6334228515625
940.5361938476562,-89.03237915039062,335.2519226074219,430.1322937011719,-126.01995849609375,48.129905700683594,695.6781005859375,-187.16055297851562,-965.6929321289062,-37.689125061035156,-639.5487670898438,-132.51150512695312,-251.45004272460938,259.13690185546875,-263.90509033203125,-42.28298568725586
-747.2306518554688,537.6605834960938,20.065393447875977,92.14852142333984,233.07923889160156,-183.2486114501953,609.9861450195312,0.7141860127449036,274.54522705078125,40.584144592285156,-216.6577606201172,92.16577911376953,78.39193725585938,74.55974578857422,-680.2030029296875,81.23967742919922
357.4385986328125,99.21453094482422,6.624739170074463,-233.14236450195312,-300.2535400390625,134.11898803710938,457.2273254394531,-310.5240173339844,-498.7167053222656,-54.355838775634766,-58.21414566040039,202.130615234375,-148.26351928710938,357.20550537109375,345.346923828125,-110.51571655273438
-190.23599243164062,-90.46196746826172,-526.1658935546875,330.5967102050781,533.484375,-613.0655517578125,-569.0293579101562,202.0417022705078,178.44094848632812,108.56462860107422,223.0799102783203,-118.9598388671875,254.6664581298828,-132.5926513671875,324.9902648925781,-15.346027374267578
470.44873046875,-346.23089599609375,481.2556457519531,168.3721466064453,-648.027587890625,581.0494995117188,410.3038330078125,-33.24867248535156,-111.69713592529297,-70.56835174560547,-551.8369140625,163.05386352539062,7.4462666511535645,52.42821502685547,-435.78411865234375,-85.41046142578125
98.56394958496094,-124.39969635009766,778.2836303710938,-529.5853881835938,201.56341552734375,384.4423522949219,336.7914123535156,15.383315086364746,-229.62046813964844,222.89651489257812,-158.60775756835938,-142.35426330566406,-517.7122192382812,-11.464706420898438,-425.95458984375,72.08683776855469
-572.7315063476562,353.3772888183594,-447.7807922363281,-123.99493408203125,-608.8578491210938,198.2577667236328,-397.26708984375,-9.80349063873291,103.44548034667969,170.7458038330078,573.4819946289062,44.68812942504883,437.9363708496094,-14.384641647338867,437.72454833984375,-61.37185287475586
-666.5623168945312,-38.661617279052734,212.12013244628906,119.46221923828125,215.24075317382812,115.55573272705078,621.8001708984375,-148.1346893310547,728.7388916015625,-10.125321388244629,-567.1874389648438,75.36577606201172,-481.4451599121094,142.0364227294922,-253.62367248535156,-8.684347152709961
-120.79907989501953,-57.87752914428711,536.5701904296875,-450.7997741699219,16.83357048034668,74.72099304199219,-405.4006652832031,-149.91004943847656,1144.7623291015625,-613.1458740234375,-138.40118408203125,-284.22998046875,-316.1017150878906,42.91968536376953,634.16943359375,41.884613037109375
7.571511268615723,-53.79155731201172,-620.4537963867188,-20.840251922607422,769.9647827148438,-696.7191772460938,7.3622727394104,-123.03922271728516,282.4674987792969,-132.90878295898438,691.2328491210938,5.778274059295654,333.5671081542969,-331.4854431152344,149.2970733642578,-24.970266342163086
-27.832889556884766,-23.373821258544922,-999.612548828125,126.73764038085938,279.2305908203125,-259.0572204589844,170.6541748046875,107.56208038330078,138.70521545410156,-268.24847412109375,277.5999755859375,73.1161117553711,-42.55857849121094,-74.40979766845703,-395.5459899902344,108.6268310546875
-276.7712097167969,288.09857177734375,-196.61622619628906,-108.91838073730469,-1058.1142578125,544.1273803710938,206.10232543945312,72.9822006225586,217.04629516601562,-110.76113891601562,423.21820068359375,-26.73061180114746,694.6296997070312,-70.72653198242188,-234.58277893066406,97.22559356689453
145.55758666992188,-49.32067108154297,-232.14002990722656,8.214103698730469,315.9599609375,-382.1205749511719,-326.7101745605469,156.69354248046875,-171.90145874023438,109.29793548583984,385.516845703125,-12.786152839660645,258.6446838378906,-88.74847412109375,485.78204345703125,175.4662322998047
-681.363525390625,369.50640869140625,13.63632869720459,-154.4838104248047,725.6170043945312,-753.1266479492188,-302.119140625,125.42935943603516,526.4110717773438,-267.34625244140625,222.91912841796875,-84.93387603759766,-71.89234161376953,81.60514068603516,177.90638732910156,59.5306396484375
-71.02446746826172,30.31399917602539,367.9579772949219,136.67868041992188,414.02996826171875,131.02850341796875,-31.808277130126953,-207.16610717773438,-599.6683959960938,534.0562133789062,-236.0392303466797,-300.79339599609375,-645.7025756835938,-125.48503875732422,-115.98152160644531,480.1662292480469
-326.6023254394531,-373.1132507324219,288.83721923828125,160.0703125,487.0810852050781,-197.88963317871094,285.328369140625,132.45079040527344,864.6783447265625,-142.68739318847656,-33.00086975097656,-467.2354736328125,-361.59613037109375,79.92015075683594,-393.50262451171875,-28.83418083190918
135.48074340820312,-103.2242660522461,-226.87667846679688,-18.177230834960938,-727.8688354492188,413.00823974609375,-48.75668716430664,130.8806610107422,56.248443603515625,-31.346200942993164,376.1611328125,-107.02562713623047,497.6231994628906,-164.46945190429688,-109.09632873535156,16.030168533325195
-524.3389282226562,326.8313293457031,89.95938110351562,96.39422607421875,399.8370666503906,47.72766876220703,166.19058227539062,22.683292388916016,160.3411102294922,-2.631298542022705,-129.5788116455078,-151.7457733154297,-278.4761047363281,-241.66806030273438,-318.3069152832031,-23.0780029296875
220.59255981445312,-80.45294189453125,-375.2085876464844,322.619873046875,-529.6152954101562,488.63153076171875,232.74423217773438,276.6251220703125,-269.2136535644531,74.4151840209961,-210.4803009033203,94.4644775390625,152.9996795654297,-191.50169372558594,-570.6395263671875,14.895790100097656
416.4485168457031,63.254661560058594,501.0218200683594,-296.83514404296875,705.5828857421875,-547.9268798828125,620.3330078125,-488.3975524902344,-576.7255859375,89.4071044921875,-261.8927307128906,-33.645362854003906,-17.532861709594727,-41.86804962158203,-169.1631317138672,45.118221282958984
-327.1798095703125,-51.741905212402344,-741.5278930664062,513.9017944335938,374.7580261230469,-259.8742370605469,77.807373046875,18.04522705078125,375.6241455078125,3.3247594833374023,558.3941040039062,-358.5359802246094,-319.56683349609375,93.6185302734375,-233.17822265625,106.09274291992188
-630.2882690429688,401.8022155761719,477.10272216796875,-199.2667236328125,420.1572570800781,-299.09710693359375,-56.95499801635742,191.22218322753906,-164.1896209716797,128.31761169433594,-373.35650634765625,137.30319213867188,88.8399658203125,-108.44425201416016,-227.4896697998047,-6.254207134246826
-112.68453979492188,-59.52445602416992,291.476318359375,-191.0676727294922,618.3804931640625,-94.46321105957031,62.1917839050293,97.31825256347656,253.14840698242188,-91.26569366455078,-449.9813232421875,131.02639770507812,-587.6882934570312,-204.8598175048828,265.8332214355469,-513.4344482421875
-763.6502075195312,-130.58523559570312,175.24452209472656,56.09823989868164,801.9913330078125,-408.11639404296875,-85.15992736816406,50.671077728271484,916.9990844726562,-74.00545501708984,-112.4977035522461,-96.77839660644531,-274.4857482910156,-131.4766845703125,14.351420402526855,-4.43013858795166
147.14585876464844,381.21868896484375,555.8534545898438,50.12541580200195,-577.1842041015625,85.99320220947266,-444.4892272949219,-112.37178802490234,-597.2059326171875,67.00775909423828,-572.3527221679688,-20.28421974182129,630.5584106445312,-60.04160690307617,492.0093688964844,95.96251678466797
890.875732421875,-486.61334228515625,-85.82266998291016,-179.0242919921875,494.7473449707031,-382.7971496582031,-158.44656372070312,200.22573852539062,-401.7206726074219,-117.9306640625,-247.53529357910156,391.6387939453125,379.92364501953125,-282.65185546875,-209.9078826904297,26.991735458374023
-278.93609619140625,541.9837646484375,-560.978515625,4.195049285888672,-96.60746765136719,554.0658569335938,650.3639526367188,-171.4964141845703,-270.7612609863281,11.102075576782227,467.55877685546875,53.77090835571289,-753.0286254882812,212.3267822265625,-193.44805908203125,-41.238494873046875
-684.273681640625,391.90081787109375,55.242923736572266,16.547325134277344,-225.20480346679688,-136.4290008544922,-185.47470092773438,-50.57051467895508,214.52671813964844,-177.54934692382812,-347.57794189453125,147.83412170410156,477.4078369140625,-50.128944396972656,274.36480712890625,88.24525451660156
-206.0354461669922,-203.37991333007812,-240.91159057617188,84.21177673339844,-807.10595703125,-58.27790069580078,-25.22307777404785,-23.930864334106445,551.0581665039062,-59.498783111572266,-94.96411895751953,55.265296936035156,770.5473022460938,59.59559631347656,-99.40404510498047,116.27525329589844
-698.8447265625,220.6790771484375,-332.70416259765625,27.411413192749023,375.6029357910156,-176.92474365234375,569.250732421875,-444.0513916015625,275.4344177246094,-12.963176727294922,459.96728515625,-77.36328125,-381.4259338378906,128.75706481933594,-46.78998947143555,-12.979127883911133
84.15149688720703,-350.6153564453125,-557.1810913085938,222.9554443359375,-4.513566493988037,250.12045288085938,-324.21856689453125,1.507311224937439,370.05487060546875,-31.962804794311523,115.08541870117188,194.53787231445312,-601.828369140625,30.63081932067871,445.01739501953125,-125.70777893066406
454.4833679199219,-374.6085510253906,3.8896877765655518,-90.98729705810547,-356.3348693847656,233.8198699951172,306.8558654785156,-153.5849609375,-88.3204116821289,-60.319847106933594,86.907470703125,-64.8117446899414,-204.8088836669922,222.01902770996094,-159.48292541503906,98.52606964111328
-356.8465576171875,98.19678497314453,-438.04742431640625,74.69125366210938,104.84821319580078,-70.34929656982422,166.04214477539062,161.4651336669922,278.1915588378906,-122.7950210571289,369.0038757324219,-62.78519821166992,-148.88265991210938,88.3656234741211,-624.2207641601562,20.4581298828125
163.89199829101562,118.37879180908203,-570.42236328125,345.79864501953125,46.5611457824707,-201.53009033203125,-450.34942626953125,-43.8712272644043,-576.8746337890625,76.98155212402344,107.69437408447266,-41.45927047729492,251.04550170898438,-2.076936960220337,723.520263671875,-110.44306945800781
-107.13491821289062,176.6082763671875,-404.2958984375,-75.32274627685547,350.520751953125,-194.13873291015625,331.21026611328125,-286.402099609375,80.16236114501953,-90.46375274658203,474.87164306640625,333.8023986816406,-503.0227966308594,213.1436309814453,-84.28080749511719,12.455876350402832
-326.0839538574219,-306.0450439453125,99.75096130371094,63.18767547607422,167.039794921875,200.577392578125,541.3131713867188,50.655452728271484,79.68405151367188,344.4554443359375,-572.9971923828125,52.229244232177734,-306.1685791015625,31.970657348632812,-917.663330078125,387.7249450683594
-471.58160400390625,-212.7366943359375,158.48353576660156,-52.0009651184082,-662.274658203125,116.71878814697266,759.2420043945312,131.39553833007812,712.6755981445312,-17.088315963745117,-216.5922393798828,79.1435775756836,53.41868209838867,226.0650177001953,-930.1268310546875,-178.5338897705078
-469.56134033203125,100.59761047363281,-137.3961944580078,-170.2503662109375,143.9577178955078,-63.2457389831543,298.0556640625,-268.6558532714844,511.278076171875,-57.89217758178711,333.0711364746094,40.4073371887207,116.74089813232422,-189.95169067382812,-701.9959716796875,608.1573486328125
-541.23681640625,335.0956726074219,343.4293212890625,104.46004486083984,-543.6092529296875,-112.48707580566406,-128.10643005371094,-104.99606323242188,85.68014526367188,174.67703247070312,-519.1341552734375,415.5289306640625,610.0403442382812,77.30839538574219,354.36279296875,-88.73843383789062
-73.54072570800781,-70.47742462158203,317.59686279296875,83.7227554321289,24.35700798034668,-145.1526641845703,513.9231567382812,-5.316731929779053,323.09796142578125,-177.5143280029297,-173.29632568359375,-210.4583740234375,122.44886016845703,-142.88673400878906,-606.5062255859375,-70.61082458496094
-448.0924987792969,243.9912109375,210.916259765625,125.77178192138672,-10.25811767578125,229.70240783691406,494.1435241699219,356.6859436035156,-227.3478240966797,95.95519256591797,-99.77764129638672,-197.9285125732422,-422.30535888671875,126.79409790039062,-661.2338256835938,-364.848876953125
514.9208984375,-385.9717712402344,620.724365234375,-309.12139892578125,-134.87823486328125,8.919145584106445,-720.4837646484375,487.1683654785156,-169.3063507080078,28.485734939575195,-378.950439453125,59.94664764404297,236.86524963378906,4.664120674133301,-114.47602081298828,207.66102600097656
310.2269592285156,107.89315795898438,-294.8614196777344,-125.66107940673828,-290.0581970214844,31.435510635375977,-96.69182586669922,295.5830993652344,-432.6155700683594,64.21759796142578,599.613037109375,-8.433829307556152,290.9433288574219,197.11917114257812,-398.9337463378906,125.688232421875
261.56964111328125,-215.1314239501953,9.715141296386719,-7.143743515014648,-357.9629821777344,-323.2191467285156,-76.2791519165039,36.289669036865234,282.2484130859375,-57.06108856201172,336.7987976074219,-377.16461181640625,932.064697265625,-222.00477600097656,100.16575622558594,240.8848419189453
-468.7602844238281,-64.8980941772461,282.8781433105469,274.1738586425781,135.8170166015625,17.66228675842285,-44.75196838378906,118.31391906738281,344.5919494628906,261.5728759765625,-482.69281005859375,24.783815383911133,-284.0012512207031,134.41778564453125,54.59918975830078,60.08359146118164
268.1435852050781,-69.60614013671875,7.55499267578125,-175.44671630859375,788.2102661132812,-277.1141662597656,150.76747131347656,-253.39295959472656,207.94061279296875,-245.10215759277344,402.0726013183594,-142.0930633544922,-567.6035766601562,33.50481033325195,144.0422821044922,-65.21330261230469
-326.6012268066406,421.9208679199219,-497.3496398925781,80.33062744140625,-133.771240234375,40.77755355834961,-489.8114929199219,-22.5426025390625,65.34618377685547,-41.530494689941406,592.4247436523438,-78.64702606201172,207.86761474609375,-99.61426544189453,556.603515625,-85.44401550292969
-8.119513511657715,329.42181396484375,604.4454956054688,-146.4292449951172,413.01898193359375,333.59771728515625,-237.6290740966797,55.907371520996094,353.3847961425781,-409.1294250488281,-600.4053344726562,149.8380126953125,-854.6984252929688,-23.45148468017578,198.77615356445312,-108.48584747314453
-337.3644104003906,197.72506713867188,-370.38665771484375,379.5903015136719,396.0286560058594,-373.5713806152344,-607.2777709960938,465.0340881347656,185.53125,-101.46056365966797,-543.6912231445312,183.5840606689453,2.164245367050171,17.382356643676758,385.725830078125,-197.2731170654297
418.1432189941406,50.154605865478516,-214.60716247558594,-46.56400680541992,-331.1927185058594,312.1635437011719,-306.124755859375,-207.3438720703125,-565.3583374023438,52.80272674560547,341.92486572265625,-77.55142974853516,58.98933410644531,-127.36347961425781,214.76222229003906,-30.277048110961914
-94.515869140625,-104.16160583496094,-346.0755920410156,-6.6708502769470215,-375.4053039550781,60.293148040771484,-208.6650390625,-108.78362274169922,685.6329956054688,-317.69647216796875,169.3763427734375,-112.84573364257812,151.35585021972656,60.13359069824219,362.2777099609375,-42.6640625
-316.3688049316406,-12.09194564819336,-142.54747009277344,128.93423461914062,456.2798156738281,-201.9336700439453,-90.91920471191406,418.8648986816406,396.37689208984375,-267.2811584472656,-511.4674987792969,-10.574309349060059,-365.3844299316406,284.62420654296875,-429.7767028808594,-134.9100799560547
-261.18951416015625,14.30971622467041,-385.31842041015625,-50.64210510253906,290.3204345703125,-153.3202667236328,-265.99456787109375,-56.06654357910156,273.5528259277344,56.71826934814453,696.9605102539062,-62.531314849853516,-410.378173828125,331.6200866699219,657.3206176757812,-352.7647399902344
-426.2850036621094,299.93450927734375,253.56874084472656,-6.268617630004883,-122.25325775146484,219.3779754638672,415.9043273925781,320.9359436035156,726.779541015625,-741.8191528320312,-835.6744384765625,512.4032592773438,-196.52938842773438,-106.7209701538086,-538.6321411132812,-401.9410705566406
-201.14080810546875,23.848724365234375,-237.52670288085938,231.77627563476562,711.5396728515625,67.66393280029297,36.98040771484375,88.93624114990234,-115.73095703125,186.57298278808594,-400.5737609863281,139.02223205566406,-819.751708984375,83.96734619140625,-292.0775451660156,23.881717681884766
-407.3550720214844,-32.93478012084961,-242.84747314453125,-197.14288330078125,-364.1617126464844,-339.8526916503906,-196.40597534179688,-16.438199996948242,592.9148559570312,-159.7271728515625,288.2068786621094,66.4111099243164,713.82177734375,107.47039794921875,-278.5165100097656,496.5890808105469
-8.917020797729492,316.50653076171875,536.9259643554688,139.1641845703125,390.5805358886719,-95.87265014648438,-263.225830078125,250.5324249267578,-328.77362060546875,39.18527603149414,-815.88330078125,67.02471160888672,-343.7951354980469,18.58131980895996,-452.3279113769531,183.2200469970703
168.072509765625,178.91104125976562,386.5409240722656,71.04285430908203,-594.4974365234375,453.9698181152344,-762.6675415039062,344.6903076171875,-92.33911895751953,-300.4983215332031,-446.65716552734375,-4.399467945098877,223.04612731933594,-101.08636474609375,280.10308837890625,115.20391845703125
-732.1763305664062,615.9793701171875,405.5697021484375,-511.2432861328125,-392.9176940917969,-273.9225769042969,-351.9544677734375,-21.306825637817383,314.889404296875,-63.64104461669922,230.18211364746094,-202.71194458007812,203.95037841796875,470.4208984375,503.65081787109375,-105.01496887207031
-686.816162109375,132.97457885742188,-385.2789001464844,242.42527770996094,-395.73260498046875,396.99725341796875,-508.70025634765625,372.65728759765625,200.54359436035156,300.41473388671875,442.1940612792969,-349.45550537109375,-227.99647521972656,95.15408325195312,56.08510208129883,-101.64310455322266
444.07342529296875,-194.11366271972656,-354.15081787109375,408.7494812011719,242.35662841796875,-62.203765869140625,-479.7598571777344,-70.89103698730469,-455.4336242675781,109.04349517822266,-178.49603271484375,158.8567657470703,-161.62648010253906,78.2621841430664,452.556884765625,-70.63990783691406
236.91380310058594,-352.7044372558594,548.5235595703125,-477.9493713378906,-211.73245239257812,-19.644622802734375,565.6724853515625,-337.6790771484375,218.4595947265625,-135.49734497070312,-272.83642578125,87.18798828125,131.52828979492188,102.9865951538086,-365.1923828125,12.583383560180664
-480.7068176269531,-75.736328125,394.7213439941406,-406.75921630859375,60.414695739746094,27.23811149597168,-171.94512939453125,-161.59548950195312,565.7721557617188,76.03656005859375,197.8233642578125,-69.75089263916016,-134.85043334960938,-47.17332458496094,838.6591186523438,-88.0792007446289
290.5797424316406,-52.95846176147461,-405.35784912109375,69.88919830322266,687.4417114257812,-378.2401428222656,-331.04815673828125,327.0082092285156,-134.53196716308594,-507.7109069824219,880.5120849609375,-257.09625244140625,-442.00128173828125,183.84754943847656,304.6702575683594,-289.8931579589844
111.63870239257812,-42.58625793457031,-408.002197265625,-316.3968505859375,-108.9938735961914,167.05430603027344,750.1229248046875,-323.4020080566406,-122.15155792236328,-118.60325622558594,527.5302124023438,194.38084411621094,-308.4955749511719,236.35406494140625,-434.6977844238281,-109.21656036376953
264.42926025390625,98.2037124633789,83.33504486083984,-175.66329956054688,434.8181457519531,114.57569885253906,-591.34521484375,646.9323120117188,-594.4095458984375,-17.170860290527344,193.32264709472656,-90.74192810058594,-363.43170166015625,-121.74445343017578,-333.6273498535156,84.18144989013672
380.84857177734375,-133.3753204345703,893.7374267578125,-104.802978515625,-257.4548034667969,125.25811004638672,421.02166748046875,95.27485656738281,316.7015075683594,-510.281494140625,-579.0521850585938,-224.8426513671875,-107.99364471435547,73.40929412841797,-718.5643920898438,19.294321060180664
186.18418884277344,-339.5867919921875,-315.9762878417969,-16.75775718688965,897.2401123046875,-397.19195556640625,-270.05401611328125,-32.26139831542969,646.4342041015625,-392.11328125,297.7528991699219,71.81596374511719,-22.50864028930664,-402.8314208984375,465.2275695800781,-113.39966583251953
359.2926940917969,-65.08570098876953,393.0204162597656,-452.5941162109375,405.2964172363281,-221.6262969970703,-541.0275268554688,483.6380920410156,-203.1433563232422,193.55197143554688,229.92405700683594,-97.00641632080078,-389.0479736328125,206.788818359375,173.69752502441406,-0.046738576143980026
-242.44821166992188,91.94212341308594,443.2791748046875,118.5185546875,-242.38340759277344,840.5114135742188,-862.5927734375,112.44808959960938,-370.9490966796875,454.1288757324219,-375.5000915527344,-247.6600341796875,-255.38868713378906,-125.69023895263672,605.4442138671875,218.7665557861328
119.81172180175781,-31.243175506591797,528.5916748046875,106.57740783691406,-247.6900634765625,-163.0140380859375,337.02032470703125,-286.63824462890625,46.452491760253906,-53.78070068359375,-584.2481689453125,-72.5810317993164,350.6344909667969,-70.0765609741211,-7.527630805969238,-42.52214813232422
